"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
20 Sep 2020 20:44:00.000,18.814,-37.473,752.208769,-0.059672,-0.013966,-0.013515
20 Sep 2020 20:45:00.000,15.236,-38.298,751.466339,-0.059724,-0.013602,-0.011229
20 Sep 2020 20:46:00.000,11.656,-39.104,750.866420,-0.059764,-0.013328,-0.008765
20 Sep 2020 20:47:00.000,8.073,-39.896,750.418592,-0.059794,-0.013133,-0.006160
20 Sep 2020 20:48:00.000,4.489,-40.679,750.130010,-0.059812,-0.013012,-0.003458
20 Sep 2020 20:49:00.000,0.904,-41.456,750.005286,-0.059821,-0.012961,-0.000699
20 Sep 2020 20:50:00.000,-2.681,-42.233,750.046416,-0.059818,-0.012978,0.002070
20 Sep 2020 20:51:00.000,-6.265,-43.012,750.252742,-0.059805,-0.013063,0.004806
20 Sep 2020 20:52:00.000,-9.848,-43.799,750.620964,-0.059780,-0.013220,0.007466
20 Sep 2020 20:53:00.000,-13.430,-44.598,751.145199,-0.059745,-0.013453,0.010006
20 Sep 2020 20:54:00.000,-17.009,-45.413,751.817071,-0.059699,-0.013771,0.012386
20 Sep 2020 20:55:00.000,-20.585,-46.249,752.625858,-0.059641,-0.014183,0.014569
20 Sep 2020 20:56:00.000,-24.157,-47.114,753.558661,-0.059571,-0.014704,0.016520
20 Sep 2020 20:57:00.000,-27.725,-48.013,754.600620,-0.059488,-0.015355,0.018207
20 Sep 2020 20:58:00.000,-31.287,-48.957,755.735156,-0.059390,-0.016163,0.019605
20 Sep 2020 20:59:00.000,-34.843,-49.954,756.944240,-0.059275,-0.017163,0.020692
20 Sep 2020 21:00:00.000,-38.391,-51.018,758.208688,-0.059141,-0.018405,0.021451
20 Sep 2020 21:01:00.000,-41.931,-52.165,759.508464,-0.058982,-0.019958,0.021870
20 Sep 2020 21:02:00.000,-45.460,-53.417,760.823008,-0.058792,-0.021918,0.021943
20 Sep 2020 21:03:00.000,-48.977,-54.802,762.131555,-0.058562,-0.024421,0.021670
20 Sep 2020 21:04:00.000,-52.478,-56.358,763.413471,-0.058276,-0.027671,0.021055
20 Sep 2020 21:05:00.000,-55.960,-58.139,764.648571,-0.057913,-0.031971,0.020110
20 Sep 2020 21:06:00.000,-59.417,-60.220,765.817438,-0.057433,-0.037798,0.018848
20 Sep 2020 21:07:00.000,-62.840,-62.714,766.901723,-0.056778,-0.045921,0.017291
20 Sep 2020 21:08:00.000,-66.217,-65.794,767.884426,-0.055841,-0.057630,0.015462
20 Sep 2020 21:09:00.000,-69.524,-69.736,768.750160,-0.054429,-0.075182,0.013392
20 Sep 2020 21:10:00.000,-72.724,-75.000,769.485384,-0.052165,-0.102654,0.011113
20 Sep 2020 21:11:00.000,-75.745,-82.380,770.078611,-0.048280,-0.147365,0.008659
20 Sep 2020 21:12:00.000,-78.447,-93.233,770.520578,-0.041158,-0.220582,0.006071
20 Sep 2020 21:13:00.000,-80.554,-109.506,770.804389,-0.027834,-0.326401,0.003388
20 Sep 2020 21:14:00.000,-81.607,-132.007,770.925616,-0.006007,-0.411482,0.000652
20 Sep 2020 21:15:00.000,-81.217,-156.274,770.882371,0.018452,-0.376419,-0.002094
20 Sep 2020 21:16:00.000,-79.545,-175.637,770.675326,0.035831,-0.267782,-0.004807
20 Sep 2020 21:17:00.000,-77.080,171.191,770.307712,0.045451,-0.177816,-0.007445
20 Sep 2020 21:18:00.000,-74.186,162.376,769.785262,0.050596,-0.121110,-0.009968
20 Sep 2020 21:19:00.000,-71.059,156.235,769.116132,0.053495,-0.086631,-0.012334
20 Sep 2020 21:20:00.000,-67.797,151.738,768.310772,0.055247,-0.065038,-0.014508
20 Sep 2020 21:21:00.000,-64.450,148.292,767.381773,0.056378,-0.050923,-0.016455
20 Sep 2020 21:22:00.000,-61.047,145.547,766.343674,0.057150,-0.041304,-0.018144
20 Sep 2020 21:23:00.000,-57.604,143.287,765.212740,0.057702,-0.034508,-0.019549
20 Sep 2020 21:24:00.000,-54.133,141.375,764.006712,0.058115,-0.029557,-0.020647
20 Sep 2020 21:25:00.000,-50.641,139.720,762.744539,0.058435,-0.025855,-0.021420
20 Sep 2020 21:26:00.000,-47.131,138.259,761.446079,0.058689,-0.023028,-0.021856
20 Sep 2020 21:27:00.000,-43.607,136.948,760.131793,0.058896,-0.020830,-0.021948
20 Sep 2020 21:28:00.000,-40.072,135.754,758.822424,0.059069,-0.019099,-0.021692
20 Sep 2020 21:29:00.000,-36.528,134.653,757.538671,0.059214,-0.017719,-0.021094
20 Sep 2020 21:30:00.000,-32.976,133.626,756.300859,0.059338,-0.016611,-0.020161
20 Sep 2020 21:31:00.000,-29.416,132.658,755.128616,0.059443,-0.015717,-0.018908
20 Sep 2020 21:32:00.000,-25.851,131.739,754.040557,0.059533,-0.014995,-0.017355
20 Sep 2020 21:33:00.000,-22.281,130.859,753.053983,0.059610,-0.014415,-0.015526
20 Sep 2020 21:34:00.000,-18.707,130.010,752.184603,0.059673,-0.013953,-0.013449
20 Sep 2020 21:35:00.000,-15.129,129.185,751.446275,0.059725,-0.013593,-0.011158
20 Sep 2020 21:36:00.000,-11.549,128.380,750.850778,0.059765,-0.013321,-0.008689
20 Sep 2020 21:37:00.000,-7.966,127.588,750.407621,0.059794,-0.013129,-0.006081
20 Sep 2020 21:38:00.000,-4.382,126.806,750.123886,0.059813,-0.013010,-0.003376
20 Sep 2020 21:39:00.000,-0.797,126.028,750.004107,0.059821,-0.012960,-0.000616
20 Sep 2020 21:40:00.000,2.788,125.252,750.050201,0.059818,-0.012979,0.002153
20 Sep 2020 21:41:00.000,6.372,124.472,750.261429,0.059804,-0.013067,0.004887
20 Sep 2020 21:42:00.000,9.956,123.685,750.634416,0.059780,-0.013226,0.007544
20 Sep 2020 21:43:00.000,13.537,122.886,751.163200,0.059744,-0.013462,0.010080
20 Sep 2020 21:44:00.000,17.116,122.070,751.839334,0.059698,-0.013781,0.012455
20 Sep 2020 21:45:00.000,20.692,121.233,752.652027,0.059639,-0.014196,0.014631
20 Sep 2020 21:46:00.000,24.264,120.367,753.588319,0.059569,-0.014722,0.016574
20 Sep 2020 21:47:00.000,27.832,119.467,754.633295,0.059485,-0.015377,0.018253
20 Sep 2020 21:48:00.000,31.394,118.522,755.770329,0.059387,-0.016190,0.019642
20 Sep 2020 21:49:00.000,34.949,117.523,756.981352,0.059271,-0.017196,0.020720
20 Sep 2020 21:50:00.000,38.497,116.457,758.247151,0.059136,-0.018447,0.021468
20 Sep 2020 21:51:00.000,42.037,115.307,759.547669,0.058977,-0.020011,0.021877
20 Sep 2020 21:52:00.000,45.565,114.051,760.862334,0.058786,-0.021984,0.021940
20 Sep 2020 21:53:00.000,49.082,112.662,762.170383,0.058554,-0.024506,0.021656
20 Sep 2020 21:54:00.000,52.583,111.100,763.451188,0.058267,-0.027782,0.021032
20 Sep 2020 21:55:00.000,56.064,109.311,764.684584,0.057900,-0.032120,0.020076
20 Sep 2020 21:56:00.000,59.520,107.220,765.851181,0.057417,-0.038003,0.018806
20 Sep 2020 21:57:00.000,62.942,104.711,766.932667,0.056755,-0.046211,0.017240
20 Sep 2020 21:58:00.000,66.317,101.610,767.912085,0.055807,-0.058055,0.015404
20 Sep 2020 21:59:00.000,69.622,97.636,768.774103,0.054376,-0.075833,0.013327
20 Sep 2020 22:00:00.000,72.817,92.322,769.505236,0.052078,-0.103694,0.011042
20 Sep 2020 22:01:00.000,75.831,84.861,770.094062,0.048125,-0.149079,0.008584
20 Sep 2020 22:02:00.000,78.520,73.877,770.531386,0.040867,-0.223323,0.005992
20 Sep 2020 22:03:00.000,80.603,57.414,770.810386,0.027304,-0.329767,0.003307
20 Sep 2020 22:04:00.000,81.617,34.762,770.926709,0.005256,-0.412455,0.000570
20 Sep 2020 22:05:00.000,81.183,10.562,770.878542,-0.019102,-0.373605,-0.002176
20 Sep 2020 22:06:00.000,79.481,-8.606,770.666636,-0.036215,-0.264593,-0.004887
20 Sep 2020 22:07:00.000,76.998,-21.618,770.294295,-0.045655,-0.175681,-0.007523
20 Sep 2020 22:08:00.000,74.095,-30.333,769.767329,-0.050707,-0.119814,-0.010041
20 Sep 2020 22:09:00.000,70.963,-36.412,769.093961,-0.053560,-0.085834,-0.012402
20 Sep 2020 22:10:00.000,67.698,-40.870,768.284711,-0.055288,-0.064527,-0.014570
20 Sep 2020 22:11:00.000,64.349,-44.291,767.352229,-0.056405,-0.050581,-0.016509
20 Sep 2020 22:12:00.000,60.944,-47.019,766.311110,-0.057169,-0.041066,-0.018190
20 Sep 2020 22:13:00.000,57.501,-49.267,765.177666,-0.057717,-0.034337,-0.019586
20 Sep 2020 22:14:00.000,54.029,-51.170,763.969679,-0.058126,-0.029430,-0.020675
20 Sep 2020 22:15:00.000,50.536,-52.819,762.706129,-0.058443,-0.025759,-0.021438
20 Sep 2020 22:16:00.000,47.026,-54.274,761.406896,-0.058696,-0.022954,-0.021864
20 Sep 2020 22:17:00.000,43.502,-55.581,760.092456,-0.058902,-0.020773,-0.021945
20 Sep 2020 22:18:00.000,39.967,-56.772,758.783554,-0.059073,-0.019053,-0.021679
20 Sep 2020 22:19:00.000,36.422,-57.871,757.500884,-0.059218,-0.017682,-0.021071
20 Sep 2020 22:20:00.000,32.869,-58.896,756.264752,-0.059341,-0.016581,-0.020128
20 Sep 2020 22:21:00.000,29.310,-59.862,755.094763,-0.059446,-0.015693,-0.018866
20 Sep 2020 22:22:00.000,25.744,-60.780,754.009495,-0.059536,-0.014976,-0.017304
20 Sep 2020 22:23:00.000,22.174,-61.659,753.026207,-0.059612,-0.014400,-0.015467
20 Sep 2020 22:24:00.000,18.600,-62.507,752.160556,-0.059675,-0.013941,-0.013384
20 Sep 2020 22:25:00.000,15.022,-63.331,751.426339,-0.059726,-0.013584,-0.011087
20 Sep 2020 22:26:00.000,11.441,-64.136,750.835272,-0.059766,-0.013314,-0.008613
20 Sep 2020 22:27:00.000,7.859,-64.928,750.396793,-0.059795,-0.013124,-0.006001
20 Sep 2020 22:28:00.000,4.275,-65.710,750.117909,-0.059813,-0.013007,-0.003294
20 Sep 2020 22:29:00.000,0.690,-66.488,750.003077,-0.059821,-0.012960,-0.000534
20 Sep 2020 22:30:00.000,-2.895,-67.264,750.054133,-0.059817,-0.012981,0.002235
20 Sep 2020 22:31:00.000,-6.479,-68.044,750.270261,-0.059803,-0.013071,0.004968
20 Sep 2020 22:32:00.000,-10.063,-68.831,750.648007,-0.059779,-0.013232,0.007622
20 Sep 2020 22:33:00.000,-13.644,-69.631,751.181332,-0.059743,-0.013470,0.010153
20 Sep 2020 22:34:00.000,-17.223,-70.447,751.861718,-0.059696,-0.013792,0.012523
20 Sep 2020 22:35:00.000,-20.799,-71.285,752.678306,-0.059638,-0.014211,0.014693
20 Sep 2020 22:36:00.000,-24.371,-72.151,753.618074,-0.059567,-0.014739,0.016628
20 Sep 2020 22:37:00.000,-27.938,-73.053,754.666052,-0.059483,-0.015399,0.018299
20 Sep 2020 22:38:00.000,-31.500,-73.999,755.805566,-0.059384,-0.016217,0.019679
20 Sep 2020 22:39:00.000,-35.055,-75.000,757.018512,-0.059268,-0.017230,0.020747
20 Sep 2020 22:40:00.000,-38.603,-76.069,758.285642,-0.059132,-0.018489,0.021485
20 Sep 2020 22:41:00.000,-42.142,-77.222,759.586884,-0.058971,-0.020063,0.021884
20 Sep 2020 22:42:00.000,-45.671,-78.481,760.901652,-0.058780,-0.022051,0.021936
20 Sep 2020 22:43:00.000,-49.187,-79.875,762.209184,-0.058547,-0.024592,0.021643
20 Sep 2020 22:44:00.000,-52.687,-81.443,763.488860,-0.058257,-0.027895,0.021008
20 Sep 2020 22:45:00.000,-56.168,-83.239,764.720535,-0.057888,-0.032271,0.020043
20 Sep 2020 22:46:00.000,-59.623,-85.341,765.884846,-0.057400,-0.038210,0.018763
20 Sep 2020 22:47:00.000,-63.044,-87.865,766.963517,-0.056732,-0.046504,0.017189
20 Sep 2020 22:48:00.000,-66.417,-90.987,767.939639,-0.055773,-0.058486,0.015345
20 Sep 2020 22:49:00.000,-69.719,-94.993,768.797927,-0.054323,-0.076493,0.013261
20 Sep 2020 22:50:00.000,-72.910,-100.357,769.524960,-0.051989,-0.104749,0.010970
20 Sep 2020 22:51:00.000,-75.917,-107.900,770.109376,-0.047967,-0.150819,0.008508
20 Sep 2020 22:52:00.000,-78.593,-119.019,770.542053,-0.040571,-0.226097,0.005913
20 Sep 2020 22:53:00.000,-80.652,-135.673,770.816238,-0.026765,-0.333119,0.003226
20 Sep 2020 22:54:00.000,-81.625,-158.470,770.927655,-0.004503,-0.413301,0.000488
20 Sep 2020 22:55:00.000,-81.149,177.402,770.874567,0.019745,-0.370728,-0.002257
20 Sep 2020 22:56:00.000,-79.416,158.430,770.657802,0.036592,-0.261430,-0.004967
20 Sep 2020 22:57:00.000,-76.916,145.577,770.280741,0.045855,-0.173576,-0.007600
20 Sep 2020 22:58:00.000,-74.004,136.962,769.749265,0.050817,-0.118538,-0.010114
20 Sep 2020 22:59:00.000,-70.867,130.942,769.071670,0.053625,-0.085047,-0.012470
20 Sep 2020 23:00:00.000,-67.599,126.522,768.258541,0.055329,-0.064022,-0.014631
20 Sep 2020 23:01:00.000,-64.248,123.126,767.322590,0.056432,-0.050242,-0.016564
20 Sep 2020 23:02:00.000,-60.842,120.415,766.278465,0.057188,-0.040831,-0.018236
20 Sep 2020 23:03:00.000,-57.397,118.179,765.142527,0.057731,-0.034168,-0.019624
20 Sep 2020 23:04:00.000,-53.925,116.285,763.932598,0.058137,-0.029305,-0.020702
20 Sep 2020 23:05:00.000,-50.431,114.643,762.667688,0.058451,-0.025664,-0.021456
20 Sep 2020 23:06:00.000,-46.920,113.192,761.367702,0.058702,-0.022881,-0.021871
20 Sep 2020 23:07:00.000,-43.396,111.889,760.053126,0.058907,-0.020715,-0.021942
20 Sep 2020 23:08:00.000,-39.861,110.701,758.744710,0.059078,-0.019007,-0.021666
20 Sep 2020 23:09:00.000,-36.316,109.605,757.463140,0.059222,-0.017646,-0.021047
20 Sep 2020 23:10:00.000,-32.763,108.582,756.228707,0.059345,-0.016552,-0.020095
20 Sep 2020 23:11:00.000,-29.203,107.617,755.060987,0.059449,-0.015669,-0.018824
20 Sep 2020 23:12:00.000,-25.638,106.701,753.978527,0.059538,-0.014957,-0.017253
20 Sep 2020 23:13:00.000,-22.067,105.823,752.998539,0.059614,-0.014385,-0.015408
20 Sep 2020 23:14:00.000,-18.493,104.975,752.136628,0.059677,-0.013929,-0.013318
20 Sep 2020 23:15:00.000,-14.915,104.152,751.406533,0.059728,-0.013574,-0.011015
20 Sep 2020 23:16:00.000,-11.334,103.347,750.819905,0.059767,-0.013307,-0.008536
20 Sep 2020 23:17:00.000,-7.752,102.556,750.386109,0.059796,-0.013120,-0.005921
20 Sep 2020 23:18:00.000,-4.168,101.774,750.112079,0.059814,-0.013005,-0.003212
20 Sep 2020 23:19:00.000,-0.583,100.997,750.002195,0.059821,-0.012960,-0.000451
20 Sep 2020 23:20:00.000,3.002,100.220,750.058213,0.059817,-0.012983,0.002318
20 Sep 2020 23:21:00.000,6.587,99.440,750.279238,0.059803,-0.013074,0.005049
20 Sep 2020 23:22:00.000,10.170,98.653,750.661736,0.059778,-0.013238,0.007699
20 Sep 2020 23:23:00.000,13.751,97.853,751.199594,0.059742,-0.013478,0.010227
20 Sep 2020 23:24:00.000,17.330,97.036,751.884223,0.059695,-0.013804,0.012591
20 Sep 2020 23:25:00.000,20.906,96.197,752.704693,0.059636,-0.014225,0.014754
20 Sep 2020 23:26:00.000,24.478,95.330,753.647924,0.059564,-0.014757,0.016682
20 Sep 2020 23:27:00.000,28.045,94.427,754.698889,0.059480,-0.015421,0.018345
20 Sep 2020 23:28:00.000,31.606,93.479,755.840868,0.059380,-0.016244,0.019716
20 Sep 2020 23:29:00.000,35.162,92.476,757.055718,0.059264,-0.017264,0.020774
20 Sep 2020 23:30:00.000,38.709,91.406,758.324163,0.059127,-0.018531,0.021502
20 Sep 2020 23:31:00.000,42.248,90.250,759.626109,0.058966,-0.020116,0.021890
20 Sep 2020 23:32:00.000,45.776,88.987,760.940962,0.058773,-0.022118,0.021932
20 Sep 2020 23:33:00.000,49.292,87.589,762.247958,0.058539,-0.024679,0.021629
20 Sep 2020 23:34:00.000,52.791,86.015,763.526488,0.058247,-0.028008,0.020984
20 Sep 2020 23:35:00.000,56.271,84.211,764.756424,0.057875,-0.032423,0.020009
20 Sep 2020 23:36:00.000,59.726,82.098,765.918433,0.057383,-0.038419,0.018720
20 Sep 2020 23:37:00.000,63.145,79.559,766.994275,0.056708,-0.046801,0.017137
20 Sep 2020 23:38:00.000,66.517,76.415,767.967085,0.055738,-0.058922,0.015286
20 Sep 2020 23:39:00.000,69.816,72.377,768.821634,0.054268,-0.077162,0.013196
20 Sep 2020 23:40:00.000,73.003,66.962,769.544555,0.051899,-0.105820,0.010899
20 Sep 2020 23:41:00.000,76.003,59.336,770.124554,0.047807,-0.152585,0.008432
20 Sep 2020 23:42:00.000,78.666,48.081,770.552577,0.040269,-0.228904,0.005834
20 Sep 2020 23:43:00.000,80.699,31.235,770.821943,0.026219,-0.336455,0.003144
20 Sep 2020 23:44:00.000,81.633,8.296,770.928454,0.003748,-0.414018,0.000406
20 Sep 2020 23:45:00.000,81.113,-15.752,770.870446,-0.020380,-0.367791,-0.002339
20 Sep 2020 23:46:00.000,79.350,-34.528,770.648826,-0.036963,-0.258293,-0.005047
20 Sep 2020 23:47:00.000,76.833,-47.225,770.267049,-0.046052,-0.171502,-0.007677
20 Sep 2020 23:48:00.000,73.913,-55.742,769.731071,-0.050925,-0.117280,-0.010187
20 Sep 2020 23:49:00.000,70.771,-61.702,769.049259,-0.053688,-0.084272,-0.012538
20 Sep 2020 23:50:00.000,67.499,-66.084,768.232262,-0.055369,-0.063524,-0.014692
20 Sep 2020 23:51:00.000,64.146,-69.456,767.292854,-0.056459,-0.049908,-0.016617
20 Sep 2020 23:52:00.000,60.739,-72.151,766.245739,-0.057207,-0.040598,-0.018282
20 Sep 2020 23:53:00.000,57.294,-74.375,765.107323,-0.057744,-0.034000,-0.019660
20 Sep 2020 23:54:00.000,53.821,-76.260,763.895469,-0.058147,-0.029180,-0.020730
20 Sep 2020 23:55:00.000,50.326,-77.895,762.629219,-0.058460,-0.025570,-0.021473
20 Sep 2020 23:56:00.000,46.815,-79.341,761.328497,-0.058709,-0.022808,-0.021879
20 Sep 2020 23:57:00.000,43.291,-80.640,760.013804,-0.058913,-0.020658,-0.021939
20 Sep 2020 23:58:00.000,39.755,-81.825,758.705892,-0.059083,-0.018962,-0.021652
20 Sep 2020 23:59:00.000,36.210,-82.919,757.425440,-0.059226,-0.017609,-0.021024
21 Sep 2020 00:00:00.000,32.657,-83.940,756.192722,-0.059348,-0.016523,-0.020061

