"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
20 Sep 2020 00:13:51.000,49.336,77.357,762.264237,0.058536,-0.024715,0.021622
20 Sep 2020 00:13:52.000,49.394,77.333,762.285830,0.058531,-0.024764,0.021614
20 Sep 2020 00:13:53.000,49.453,77.308,762.307415,0.058527,-0.024813,0.021606
20 Sep 2020 00:13:54.000,49.511,77.283,762.328991,0.058523,-0.024862,0.021598
20 Sep 2020 00:13:55.000,49.569,77.258,762.350559,0.058518,-0.024911,0.021590
20 Sep 2020 00:13:56.000,49.628,77.233,762.372119,0.058514,-0.024961,0.021581
20 Sep 2020 00:13:57.000,49.686,77.208,762.393671,0.058509,-0.025010,0.021573
20 Sep 2020 00:13:58.000,49.745,77.183,762.415214,0.058505,-0.025060,0.021564
20 Sep 2020 00:13:59.000,49.803,77.158,762.436748,0.058500,-0.025111,0.021555
20 Sep 2020 00:14:00.000,49.862,77.133,762.458273,0.058496,-0.025161,0.021547
20 Sep 2020 00:14:01.000,49.920,77.108,762.479790,0.058491,-0.025212,0.021538
20 Sep 2020 00:14:02.000,49.978,77.083,762.501298,0.058487,-0.025262,0.021529
20 Sep 2020 00:14:03.000,50.037,77.058,762.522796,0.058482,-0.025313,0.021520
20 Sep 2020 00:14:04.000,50.095,77.032,762.544286,0.058478,-0.025365,0.021511
20 Sep 2020 00:14:05.000,50.154,77.007,762.565766,0.058473,-0.025416,0.021501
20 Sep 2020 00:14:06.000,50.212,76.982,762.587237,0.058469,-0.025468,0.021492
20 Sep 2020 00:14:07.000,50.271,76.956,762.608699,0.058464,-0.025520,0.021482
20 Sep 2020 00:14:08.000,50.329,76.931,762.630151,0.058459,-0.025572,0.021473
20 Sep 2020 00:14:09.000,50.387,76.905,762.651593,0.058455,-0.025625,0.021463
20 Sep 2020 00:14:10.000,50.446,76.879,762.673026,0.058450,-0.025677,0.021453
20 Sep 2020 00:14:11.000,50.504,76.854,762.694449,0.058446,-0.025730,0.021444
20 Sep 2020 00:14:12.000,50.562,76.828,762.715862,0.058441,-0.025783,0.021434
20 Sep 2020 00:14:13.000,50.621,76.802,762.737266,0.058436,-0.025837,0.021424
20 Sep 2020 00:14:14.000,50.679,76.776,762.758659,0.058431,-0.025890,0.021414
20 Sep 2020 00:14:15.000,50.738,76.751,762.780042,0.058427,-0.025944,0.021403
20 Sep 2020 00:14:16.000,50.796,76.725,762.801415,0.058422,-0.025998,0.021393
20 Sep 2020 00:14:17.000,50.854,76.699,762.822777,0.058417,-0.026053,0.021383
20 Sep 2020 00:14:18.000,50.913,76.673,762.844129,0.058412,-0.026107,0.021372
20 Sep 2020 00:14:19.000,50.971,76.646,762.865470,0.058408,-0.026162,0.021362
20 Sep 2020 00:14:20.000,51.029,76.620,762.886801,0.058403,-0.026217,0.021351
20 Sep 2020 00:14:21.000,51.088,76.594,762.908121,0.058398,-0.026272,0.021340
20 Sep 2020 00:14:22.000,51.146,76.568,762.929431,0.058393,-0.026328,0.021329
20 Sep 2020 00:14:23.000,51.204,76.542,762.950729,0.058388,-0.026384,0.021318
20 Sep 2020 00:14:24.000,51.263,76.515,762.972016,0.058383,-0.026440,0.021307
20 Sep 2020 00:14:25.000,51.321,76.489,762.993293,0.058378,-0.026496,0.021296
20 Sep 2020 00:14:26.000,51.379,76.462,763.014558,0.058373,-0.026553,0.021285
20 Sep 2020 00:14:27.000,51.437,76.436,763.035812,0.058368,-0.026610,0.021273
20 Sep 2020 00:14:28.000,51.496,76.409,763.057054,0.058363,-0.026667,0.021262
20 Sep 2020 00:14:29.000,51.554,76.382,763.078285,0.058358,-0.026724,0.021250
20 Sep 2020 00:14:30.000,51.612,76.356,763.099505,0.058353,-0.026782,0.021239
20 Sep 2020 00:14:31.000,51.671,76.329,763.120712,0.058348,-0.026840,0.021227
20 Sep 2020 00:14:32.000,51.729,76.302,763.141908,0.058343,-0.026898,0.021215
20 Sep 2020 00:14:33.000,51.787,76.275,763.163093,0.058338,-0.026957,0.021203
20 Sep 2020 00:14:34.000,51.845,76.248,763.184265,0.058333,-0.027015,0.021191
20 Sep 2020 00:14:35.000,51.904,76.221,763.205425,0.058328,-0.027074,0.021179
20 Sep 2020 00:14:36.000,51.962,76.194,763.226573,0.058323,-0.027133,0.021167
20 Sep 2020 00:14:37.000,52.020,76.167,763.247709,0.058318,-0.027193,0.021155
20 Sep 2020 00:14:38.000,52.078,76.140,763.268833,0.058313,-0.027253,0.021143
20 Sep 2020 00:14:39.000,52.137,76.113,763.289944,0.058307,-0.027313,0.021130
20 Sep 2020 00:14:40.000,52.195,76.085,763.311043,0.058302,-0.027373,0.021118
20 Sep 2020 00:14:41.000,52.253,76.058,763.332129,0.058297,-0.027434,0.021105
20 Sep 2020 00:14:42.000,52.311,76.031,763.353203,0.058292,-0.027495,0.021092
20 Sep 2020 00:14:43.000,52.370,76.003,763.374264,0.058286,-0.027556,0.021079
20 Sep 2020 00:14:44.000,52.428,75.976,763.395312,0.058281,-0.027618,0.021067
20 Sep 2020 00:14:45.000,52.486,75.948,763.416347,0.058276,-0.027679,0.021054
20 Sep 2020 00:14:46.000,52.544,75.920,763.437369,0.058270,-0.027741,0.021040
20 Sep 2020 00:14:47.000,52.602,75.893,763.458378,0.058265,-0.027804,0.021027
20 Sep 2020 00:14:48.000,52.661,75.865,763.479373,0.058260,-0.027866,0.021014
20 Sep 2020 00:14:49.000,52.719,75.837,763.500356,0.058254,-0.027929,0.021001
20 Sep 2020 00:14:50.000,52.777,75.809,763.521324,0.058249,-0.027993,0.020987
20 Sep 2020 00:14:51.000,52.835,75.781,763.542280,0.058243,-0.028056,0.020974
20 Sep 2020 00:14:52.000,52.893,75.753,763.563222,0.058238,-0.028120,0.020960
20 Sep 2020 00:14:53.000,52.952,75.725,763.584150,0.058232,-0.028184,0.020946
20 Sep 2020 00:14:54.000,53.010,75.697,763.605064,0.058227,-0.028248,0.020932
20 Sep 2020 00:14:55.000,53.068,75.668,763.625965,0.058221,-0.028313,0.020918
20 Sep 2020 00:14:56.000,53.126,75.640,763.646851,0.058216,-0.028378,0.020904
20 Sep 2020 00:14:57.000,53.184,75.612,763.667724,0.058210,-0.028444,0.020890
20 Sep 2020 00:14:58.000,53.242,75.583,763.688582,0.058204,-0.028509,0.020876
20 Sep 2020 00:14:59.000,53.300,75.555,763.709427,0.058199,-0.028575,0.020862
20 Sep 2020 00:15:00.000,53.359,75.526,763.730256,0.058193,-0.028642,0.020847
20 Sep 2020 00:15:01.000,53.417,75.498,763.751072,0.058187,-0.028708,0.020833
20 Sep 2020 00:15:02.000,53.475,75.469,763.771873,0.058182,-0.028775,0.020818
20 Sep 2020 00:15:03.000,53.533,75.440,763.792659,0.058176,-0.028842,0.020804
20 Sep 2020 00:15:04.000,53.591,75.411,763.813431,0.058170,-0.028910,0.020789
20 Sep 2020 00:15:05.000,53.649,75.382,763.834188,0.058164,-0.028978,0.020774
20 Sep 2020 00:15:06.000,53.707,75.353,763.854930,0.058159,-0.029046,0.020759
20 Sep 2020 00:15:07.000,53.765,75.324,763.875657,0.058153,-0.029114,0.020744
20 Sep 2020 00:15:08.000,53.823,75.295,763.896369,0.058147,-0.029183,0.020729
20 Sep 2020 00:15:09.000,53.881,75.266,763.917066,0.058141,-0.029253,0.020714
20 Sep 2020 00:15:10.000,53.939,75.237,763.937748,0.058135,-0.029322,0.020699
20 Sep 2020 00:15:11.000,53.998,75.208,763.958414,0.058129,-0.029392,0.020683
20 Sep 2020 00:15:12.000,54.056,75.178,763.979065,0.058123,-0.029462,0.020668
20 Sep 2020 00:15:13.000,54.114,75.149,763.999700,0.058117,-0.029533,0.020652
20 Sep 2020 00:15:14.000,54.172,75.119,764.020320,0.058111,-0.029604,0.020637
20 Sep 2020 00:15:15.000,54.230,75.090,764.040924,0.058105,-0.029675,0.020621
20 Sep 2020 00:15:16.000,54.288,75.060,764.061513,0.058099,-0.029746,0.020605
20 Sep 2020 00:15:17.000,54.346,75.030,764.082085,0.058093,-0.029818,0.020589
20 Sep 2020 00:15:18.000,54.404,75.000,764.102642,0.058087,-0.029891,0.020573
20 Sep 2020 00:15:19.000,54.462,74.970,764.123183,0.058081,-0.029963,0.020557
20 Sep 2020 00:15:20.000,54.520,74.940,764.143707,0.058075,-0.030036,0.020541
20 Sep 2020 00:15:21.000,54.578,74.910,764.164215,0.058069,-0.030110,0.020525
20 Sep 2020 00:15:22.000,54.636,74.880,764.184707,0.058062,-0.030183,0.020508
20 Sep 2020 00:15:23.000,54.694,74.850,764.205183,0.058056,-0.030257,0.020492
20 Sep 2020 00:15:24.000,54.752,74.820,764.225642,0.058050,-0.030332,0.020475
20 Sep 2020 00:15:25.000,54.810,74.790,764.246085,0.058044,-0.030407,0.020458
20 Sep 2020 00:15:26.000,54.868,74.759,764.266510,0.058037,-0.030482,0.020442
20 Sep 2020 00:15:27.000,54.926,74.729,764.286919,0.058031,-0.030557,0.020425
20 Sep 2020 00:15:28.000,54.984,74.698,764.307312,0.058024,-0.030633,0.020408
20 Sep 2020 00:15:29.000,55.042,74.668,764.327687,0.058018,-0.030709,0.020391
20 Sep 2020 00:15:30.000,55.100,74.637,764.348045,0.058012,-0.030786,0.020374
20 Sep 2020 00:15:31.000,55.158,74.606,764.368386,0.058005,-0.030863,0.020357
20 Sep 2020 00:15:32.000,55.215,74.575,764.388710,0.057999,-0.030940,0.020340
20 Sep 2020 00:15:33.000,55.273,74.544,764.409017,0.057992,-0.031018,0.020322
20 Sep 2020 00:15:34.000,55.331,74.513,764.429306,0.057986,-0.031096,0.020305
20 Sep 2020 00:15:35.000,55.389,74.482,764.449578,0.057979,-0.031175,0.020287
20 Sep 2020 00:15:36.000,55.447,74.451,764.469833,0.057972,-0.031254,0.020270
20 Sep 2020 00:15:37.000,55.505,74.420,764.490069,0.057966,-0.031333,0.020252
20 Sep 2020 00:15:38.000,55.563,74.388,764.510288,0.057959,-0.031413,0.020234
20 Sep 2020 00:15:39.000,55.621,74.357,764.530489,0.057952,-0.031493,0.020216
20 Sep 2020 00:15:40.000,55.679,74.326,764.550672,0.057946,-0.031574,0.020198
20 Sep 2020 00:15:41.000,55.737,74.294,764.570838,0.057939,-0.031655,0.020180
20 Sep 2020 00:15:42.000,55.794,74.262,764.590985,0.057932,-0.031736,0.020162
20 Sep 2020 00:15:43.000,55.852,74.231,764.611114,0.057925,-0.031818,0.020144
20 Sep 2020 00:15:44.000,55.910,74.199,764.631224,0.057918,-0.031900,0.020125
20 Sep 2020 00:15:45.000,55.968,74.167,764.651317,0.057912,-0.031983,0.020107
20 Sep 2020 00:15:46.000,56.026,74.135,764.671391,0.057905,-0.032066,0.020089
20 Sep 2020 00:15:47.000,56.084,74.103,764.691446,0.057898,-0.032149,0.020070
20 Sep 2020 00:15:48.000,56.141,74.071,764.711483,0.057891,-0.032233,0.020051
20 Sep 2020 00:15:49.000,56.199,74.038,764.731501,0.057884,-0.032317,0.020033
20 Sep 2020 00:15:50.000,56.257,74.006,764.751500,0.057877,-0.032402,0.020014
20 Sep 2020 00:15:51.000,56.315,73.974,764.771481,0.057870,-0.032487,0.019995
20 Sep 2020 00:15:52.000,56.373,73.941,764.791442,0.057862,-0.032573,0.019976
20 Sep 2020 00:15:53.000,56.430,73.909,764.811385,0.057855,-0.032659,0.019957
20 Sep 2020 00:15:54.000,56.488,73.876,764.831308,0.057848,-0.032745,0.019937
20 Sep 2020 00:15:55.000,56.546,73.843,764.851212,0.057841,-0.032832,0.019918
20 Sep 2020 00:15:56.000,56.604,73.810,764.871097,0.057834,-0.032920,0.019899
20 Sep 2020 00:15:57.000,56.662,73.778,764.890962,0.057826,-0.033007,0.019879
20 Sep 2020 00:15:58.000,56.719,73.745,764.910808,0.057819,-0.033096,0.019860
20 Sep 2020 00:15:59.000,56.777,73.711,764.930634,0.057812,-0.033184,0.019840
20 Sep 2020 00:16:00.000,56.835,73.678,764.950441,0.057804,-0.033274,0.019820
20 Sep 2020 00:16:01.000,56.893,73.645,764.970228,0.057797,-0.033363,0.019801
20 Sep 2020 00:16:02.000,56.950,73.612,764.989995,0.057789,-0.033453,0.019781
20 Sep 2020 00:16:03.000,57.008,73.578,765.009742,0.057782,-0.033544,0.019761
20 Sep 2020 00:16:04.000,57.066,73.545,765.029469,0.057774,-0.033635,0.019741
20 Sep 2020 00:16:05.000,57.123,73.511,765.049176,0.057767,-0.033726,0.019720
20 Sep 2020 00:16:06.000,57.181,73.477,765.068863,0.057759,-0.033818,0.019700
20 Sep 2020 00:16:07.000,57.239,73.443,765.088530,0.057752,-0.033911,0.019680
20 Sep 2020 00:16:08.000,57.296,73.410,765.108176,0.057744,-0.034004,0.019659
20 Sep 2020 00:16:09.000,57.354,73.376,765.127802,0.057736,-0.034097,0.019639
20 Sep 2020 00:16:10.000,57.412,73.341,765.147407,0.057729,-0.034191,0.019618
20 Sep 2020 00:16:11.000,57.469,73.307,765.166992,0.057721,-0.034286,0.019598
20 Sep 2020 00:16:12.000,57.527,73.273,765.186556,0.057713,-0.034381,0.019577
20 Sep 2020 00:16:13.000,57.585,73.239,765.206099,0.057705,-0.034476,0.019556
20 Sep 2020 00:16:14.000,57.642,73.204,765.225622,0.057697,-0.034572,0.019535
20 Sep 2020 00:16:15.000,57.700,73.170,765.245123,0.057689,-0.034668,0.019514
20 Sep 2020 00:16:16.000,57.758,73.135,765.264604,0.057681,-0.034765,0.019493
20 Sep 2020 00:16:17.000,57.815,73.100,765.284063,0.057673,-0.034863,0.019472
20 Sep 2020 00:16:18.000,57.873,73.065,765.303501,0.057665,-0.034961,0.019451
20 Sep 2020 00:16:19.000,57.930,73.030,765.322918,0.057657,-0.035059,0.019429
20 Sep 2020 00:16:20.000,57.988,72.995,765.342314,0.057649,-0.035158,0.019408
20 Sep 2020 00:16:21.000,58.046,72.960,765.361688,0.057641,-0.035258,0.019386
20 Sep 2020 00:16:22.000,58.103,72.925,765.381040,0.057633,-0.035358,0.019365
20 Sep 2020 00:16:23.000,58.161,72.889,765.400371,0.057624,-0.035458,0.019343
20 Sep 2020 00:16:24.000,58.218,72.854,765.419680,0.057616,-0.035559,0.019321
20 Sep 2020 00:16:25.000,58.276,72.818,765.438968,0.057608,-0.035661,0.019299
20 Sep 2020 00:16:26.000,58.333,72.783,765.458233,0.057599,-0.035763,0.019277
20 Sep 2020 00:16:27.000,58.391,72.747,765.477477,0.057591,-0.035866,0.019255
20 Sep 2020 00:16:28.000,58.448,72.711,765.496698,0.057583,-0.035969,0.019233
20 Sep 2020 00:16:29.000,58.506,72.675,765.515898,0.057574,-0.036073,0.019211
20 Sep 2020 00:16:30.000,58.563,72.639,765.535075,0.057566,-0.036178,0.019189
20 Sep 2020 00:16:31.000,58.621,72.603,765.554230,0.057557,-0.036283,0.019166
20 Sep 2020 00:16:32.000,58.678,72.567,765.573362,0.057548,-0.036388,0.019144
20 Sep 2020 00:16:33.000,58.736,72.530,765.592472,0.057540,-0.036494,0.019122
20 Sep 2020 00:16:34.000,58.793,72.494,765.611560,0.057531,-0.036601,0.019099
20 Sep 2020 00:16:35.000,58.851,72.457,765.630625,0.057522,-0.036709,0.019076
20 Sep 2020 00:16:36.000,58.908,72.420,765.649667,0.057513,-0.036816,0.019053
20 Sep 2020 00:16:37.000,58.966,72.384,765.668686,0.057505,-0.036925,0.019031
20 Sep 2020 00:16:38.000,59.023,72.347,765.687683,0.057496,-0.037034,0.019008
20 Sep 2020 00:16:39.000,59.081,72.310,765.706656,0.057487,-0.037144,0.018985
20 Sep 2020 00:16:40.000,59.138,72.272,765.725607,0.057478,-0.037254,0.018961
20 Sep 2020 00:16:41.000,59.195,72.235,765.744534,0.057469,-0.037365,0.018938
20 Sep 2020 00:16:42.000,59.253,72.198,765.763438,0.057460,-0.037476,0.018915
20 Sep 2020 00:16:43.000,59.310,72.160,765.782319,0.057451,-0.037588,0.018892
20 Sep 2020 00:16:44.000,59.368,72.123,765.801177,0.057441,-0.037701,0.018868
20 Sep 2020 00:16:45.000,59.425,72.085,765.820011,0.057432,-0.037814,0.018845
20 Sep 2020 00:16:46.000,59.482,72.047,765.838821,0.057423,-0.037928,0.018821
20 Sep 2020 00:16:47.000,59.540,72.009,765.857608,0.057414,-0.038043,0.018797
20 Sep 2020 00:16:48.000,59.597,71.971,765.876371,0.057404,-0.038158,0.018774
20 Sep 2020 00:16:49.000,59.654,71.933,765.895110,0.057395,-0.038274,0.018750
20 Sep 2020 00:16:50.000,59.712,71.895,765.913826,0.057385,-0.038391,0.018726
20 Sep 2020 00:16:51.000,59.769,71.856,765.932518,0.057376,-0.038508,0.018702
20 Sep 2020 00:16:52.000,59.826,71.818,765.951185,0.057366,-0.038625,0.018678
20 Sep 2020 00:16:53.000,59.883,71.779,765.969829,0.057357,-0.038744,0.018654
20 Sep 2020 00:16:54.000,59.941,71.740,765.988448,0.057347,-0.038863,0.018629
20 Sep 2020 00:16:55.000,59.998,71.702,766.007043,0.057337,-0.038983,0.018605
20 Sep 2020 00:16:56.000,60.055,71.663,766.025613,0.057327,-0.039103,0.018580
20 Sep 2020 00:16:57.000,60.113,71.624,766.044160,0.057318,-0.039225,0.018556
20 Sep 2020 00:16:58.000,60.170,71.584,766.062681,0.057308,-0.039346,0.018531
20 Sep 2020 00:16:59.000,60.227,71.545,766.081178,0.057298,-0.039469,0.018507
20 Sep 2020 00:17:00.000,60.284,71.505,766.099651,0.057288,-0.039592,0.018482
20 Sep 2020 00:17:01.000,60.341,71.466,766.118098,0.057278,-0.039716,0.018457
20 Sep 2020 00:17:02.000,60.399,71.426,766.136521,0.057268,-0.039841,0.018432
20 Sep 2020 00:17:03.000,60.456,71.386,766.154919,0.057258,-0.039966,0.018407
20 Sep 2020 00:17:04.000,60.513,71.346,766.173292,0.057247,-0.040092,0.018382
20 Sep 2020 00:17:05.000,60.570,71.306,766.191640,0.057237,-0.040219,0.018357
20 Sep 2020 00:17:06.000,60.627,71.266,766.209962,0.057227,-0.040346,0.018332
20 Sep 2020 00:17:07.000,60.685,71.226,766.228260,0.057217,-0.040474,0.018307
20 Sep 2020 00:17:08.000,60.742,71.185,766.246532,0.057206,-0.040603,0.018281
20 Sep 2020 00:17:09.000,60.799,71.145,766.264778,0.057196,-0.040733,0.018256
20 Sep 2020 00:17:10.000,60.856,71.104,766.283000,0.057185,-0.040863,0.018230
20 Sep 2020 00:17:11.000,60.913,71.063,766.301195,0.057175,-0.040995,0.018204
20 Sep 2020 00:17:12.000,60.970,71.022,766.319365,0.057164,-0.041127,0.018179
20 Sep 2020 00:17:13.000,61.027,70.981,766.337510,0.057153,-0.041259,0.018153
20 Sep 2020 00:17:14.000,61.084,70.939,766.355628,0.057142,-0.041393,0.018127
20 Sep 2020 00:17:15.000,61.141,70.898,766.373721,0.057132,-0.041527,0.018101
20 Sep 2020 00:17:16.000,61.198,70.857,766.391787,0.057121,-0.041662,0.018075
20 Sep 2020 00:17:17.000,61.256,70.815,766.409828,0.057110,-0.041798,0.018049
20 Sep 2020 00:17:18.000,61.313,70.773,766.427843,0.057099,-0.041934,0.018023
20 Sep 2020 00:17:19.000,61.370,70.731,766.445831,0.057088,-0.042072,0.017997
20 Sep 2020 00:17:20.000,61.427,70.689,766.463793,0.057077,-0.042210,0.017970
20 Sep 2020 00:17:21.000,61.484,70.647,766.481729,0.057065,-0.042349,0.017944
20 Sep 2020 00:17:22.000,61.541,70.604,766.499638,0.057054,-0.042489,0.017917
20 Sep 2020 00:17:23.000,61.598,70.562,766.517521,0.057043,-0.042629,0.017891
20 Sep 2020 00:17:24.000,61.655,70.519,766.535377,0.057031,-0.042771,0.017864
20 Sep 2020 00:17:25.000,61.711,70.477,766.553207,0.057020,-0.042913,0.017837
20 Sep 2020 00:17:26.000,61.768,70.434,766.571010,0.057008,-0.043056,0.017811
20 Sep 2020 00:17:27.000,61.825,70.391,766.588786,0.056997,-0.043200,0.017784
20 Sep 2020 00:17:28.000,61.882,70.347,766.606535,0.056985,-0.043345,0.017757
20 Sep 2020 00:17:29.000,61.939,70.304,766.624257,0.056973,-0.043491,0.017730
20 Sep 2020 00:17:30.000,61.996,70.260,766.641952,0.056962,-0.043637,0.017703
20 Sep 2020 00:17:31.000,62.053,70.217,766.659620,0.056950,-0.043785,0.017675
20 Sep 2020 00:17:32.000,62.110,70.173,766.677261,0.056938,-0.043933,0.017648
20 Sep 2020 00:17:33.000,62.167,70.129,766.694874,0.056926,-0.044082,0.017621
20 Sep 2020 00:17:34.000,62.224,70.085,766.712460,0.056914,-0.044232,0.017593
20 Sep 2020 00:17:35.000,62.280,70.041,766.730019,0.056902,-0.044383,0.017566
20 Sep 2020 00:17:36.000,62.337,69.996,766.747550,0.056890,-0.044535,0.017538
20 Sep 2020 00:17:37.000,62.394,69.952,766.765054,0.056877,-0.044688,0.017511
20 Sep 2020 00:17:38.000,62.451,69.907,766.782530,0.056865,-0.044841,0.017483
20 Sep 2020 00:17:39.000,62.508,69.862,766.799978,0.056853,-0.044996,0.017455
20 Sep 2020 00:17:40.000,62.564,69.817,766.817399,0.056840,-0.045151,0.017427
20 Sep 2020 00:17:41.000,62.621,69.772,766.834791,0.056827,-0.045308,0.017399
20 Sep 2020 00:17:42.000,62.678,69.727,766.852156,0.056815,-0.045465,0.017371
20 Sep 2020 00:17:43.000,62.735,69.681,766.869492,0.056802,-0.045624,0.017343
20 Sep 2020 00:17:44.000,62.791,69.636,766.886801,0.056789,-0.045783,0.017315
20 Sep 2020 00:17:45.000,62.848,69.590,766.904081,0.056776,-0.045943,0.017287
20 Sep 2020 00:17:46.000,62.905,69.544,766.921333,0.056764,-0.046105,0.017258
20 Sep 2020 00:17:47.000,62.962,69.498,766.938557,0.056751,-0.046267,0.017230
20 Sep 2020 00:17:48.000,63.018,69.451,766.955752,0.056737,-0.046430,0.017201
20 Sep 2020 00:17:49.000,63.075,69.405,766.972919,0.056724,-0.046595,0.017173
20 Sep 2020 00:17:50.000,63.132,69.358,766.990057,0.056711,-0.046760,0.017144
20 Sep 2020 00:17:51.000,63.188,69.312,767.007166,0.056698,-0.046926,0.017116
20 Sep 2020 00:17:52.000,63.245,69.265,767.024247,0.056684,-0.047093,0.017087
20 Sep 2020 00:17:53.000,63.301,69.217,767.041299,0.056671,-0.047262,0.017058
20 Sep 2020 00:17:54.000,63.358,69.170,767.058322,0.056657,-0.047431,0.017029
20 Sep 2020 00:17:55.000,63.415,69.123,767.075317,0.056644,-0.047602,0.017000
20 Sep 2020 00:17:56.000,63.471,69.075,767.092282,0.056630,-0.047773,0.016971
20 Sep 2020 00:17:57.000,63.528,69.027,767.109218,0.056616,-0.047946,0.016942
20 Sep 2020 00:17:58.000,63.584,68.979,767.126125,0.056602,-0.048119,0.016912
20 Sep 2020 00:17:59.000,63.641,68.931,767.143003,0.056588,-0.048294,0.016883
20 Sep 2020 00:18:00.000,63.697,68.883,767.159851,0.056574,-0.048470,0.016854
20 Sep 2020 00:18:01.000,63.754,68.834,767.176670,0.056560,-0.048647,0.016824
20 Sep 2020 00:18:02.000,63.810,68.786,767.193460,0.056546,-0.048824,0.016795
20 Sep 2020 00:18:03.000,63.867,68.737,767.210220,0.056531,-0.049004,0.016765
20 Sep 2020 00:18:04.000,63.923,68.688,767.226951,0.056517,-0.049184,0.016736
20 Sep 2020 00:18:05.000,63.980,68.639,767.243651,0.056502,-0.049365,0.016706
20 Sep 2020 00:18:06.000,64.036,68.589,767.260322,0.056488,-0.049548,0.016676
20 Sep 2020 00:18:07.000,64.092,68.540,767.276964,0.056473,-0.049731,0.016646
20 Sep 2020 00:18:08.000,64.149,68.490,767.293575,0.056458,-0.049916,0.016616
20 Sep 2020 00:18:09.000,64.205,68.440,767.310156,0.056443,-0.050102,0.016586
20 Sep 2020 00:18:10.000,64.262,68.390,767.326708,0.056428,-0.050289,0.016556
20 Sep 2020 00:18:11.000,64.318,68.339,767.343229,0.056413,-0.050478,0.016526
20 Sep 2020 00:18:12.000,64.374,68.289,767.359720,0.056398,-0.050667,0.016496
20 Sep 2020 00:18:13.000,64.431,68.238,767.376181,0.056383,-0.050858,0.016465
20 Sep 2020 00:18:14.000,64.487,68.187,767.392611,0.056368,-0.051050,0.016435
20 Sep 2020 00:18:15.000,64.543,68.136,767.409012,0.056352,-0.051243,0.016404
20 Sep 2020 00:18:16.000,64.600,68.085,767.425381,0.056337,-0.051438,0.016374
20 Sep 2020 00:18:17.000,64.656,68.034,767.441720,0.056321,-0.051633,0.016343
20 Sep 2020 00:18:18.000,64.712,67.982,767.458029,0.056305,-0.051830,0.016313
20 Sep 2020 00:18:19.000,64.768,67.930,767.474307,0.056289,-0.052028,0.016282
20 Sep 2020 00:18:20.000,64.824,67.878,767.490554,0.056273,-0.052228,0.016251
20 Sep 2020 00:18:21.000,64.881,67.826,767.506770,0.056257,-0.052429,0.016220
20 Sep 2020 00:18:22.000,64.937,67.773,767.522955,0.056241,-0.052631,0.016189
20 Sep 2020 00:18:23.000,64.993,67.721,767.539110,0.056225,-0.052834,0.016158
20 Sep 2020 00:18:24.000,65.049,67.668,767.555233,0.056209,-0.053039,0.016127
20 Sep 2020 00:18:25.000,65.105,67.615,767.571326,0.056192,-0.053245,0.016096
20 Sep 2020 00:18:26.000,65.161,67.561,767.587387,0.056175,-0.053452,0.016065
20 Sep 2020 00:18:27.000,65.218,67.508,767.603417,0.056159,-0.053661,0.016033
20 Sep 2020 00:18:28.000,65.274,67.454,767.619415,0.056142,-0.053871,0.016002
20 Sep 2020 00:18:29.000,65.330,67.400,767.635382,0.056125,-0.054082,0.015970
20 Sep 2020 00:18:30.000,65.386,67.346,767.651318,0.056108,-0.054295,0.015939
20 Sep 2020 00:18:31.000,65.442,67.292,767.667222,0.056091,-0.054510,0.015907
20 Sep 2020 00:18:32.000,65.498,67.237,767.683095,0.056074,-0.054725,0.015876
20 Sep 2020 00:18:33.000,65.554,67.183,767.698936,0.056056,-0.054942,0.015844
20 Sep 2020 00:18:34.000,65.610,67.128,767.714745,0.056039,-0.055161,0.015812
20 Sep 2020 00:18:35.000,65.666,67.072,767.730523,0.056021,-0.055381,0.015780
20 Sep 2020 00:18:36.000,65.722,67.017,767.746268,0.056004,-0.055602,0.015748
20 Sep 2020 00:18:37.000,65.778,66.961,767.761982,0.055986,-0.055825,0.015716
20 Sep 2020 00:18:38.000,65.834,66.905,767.777663,0.055968,-0.056049,0.015684
20 Sep 2020 00:18:39.000,65.889,66.849,767.793313,0.055950,-0.056275,0.015652
20 Sep 2020 00:18:40.000,65.945,66.793,767.808930,0.055932,-0.056503,0.015620
20 Sep 2020 00:18:41.000,66.001,66.737,767.824516,0.055913,-0.056732,0.015588
20 Sep 2020 00:18:42.000,66.057,66.680,767.840069,0.055895,-0.056962,0.015555
20 Sep 2020 00:18:43.000,66.113,66.623,767.855589,0.055876,-0.057194,0.015523
20 Sep 2020 00:18:44.000,66.169,66.566,767.871077,0.055858,-0.057428,0.015490
20 Sep 2020 00:18:45.000,66.224,66.508,767.886533,0.055839,-0.057663,0.015458
20 Sep 2020 00:18:46.000,66.280,66.450,767.901956,0.055820,-0.057899,0.015425
20 Sep 2020 00:18:47.000,66.336,66.392,767.917347,0.055801,-0.058138,0.015393
20 Sep 2020 00:18:48.000,66.392,66.334,767.932705,0.055781,-0.058377,0.015360
20 Sep 2020 00:18:49.000,66.447,66.276,767.948030,0.055762,-0.058619,0.015327
20 Sep 2020 00:18:50.000,66.503,66.217,767.963322,0.055743,-0.058862,0.015294
20 Sep 2020 00:18:51.000,66.559,66.158,767.978582,0.055723,-0.059107,0.015261
20 Sep 2020 00:18:52.000,66.614,66.099,767.993808,0.055703,-0.059353,0.015228
