coo: 36.3302284_-119.2920585,E 00:00:00,A 00:00:00,E 01:00:00,A 01:00:00,E 02:00:00,A 02:00:00,E 03:00:00,A 03:00:00,E 04:00:00,A 04:00:00,E 05:00:00,A 05:00:00,E 06:00:00,A 06:00:00,E 07:00:00,A 07:00:00,E 08:00:00,A 08:00:00,E 09:00:00,A 09:00:00,E 10:00:00,A 10:00:00,E 11:00:00,A 11:00:00,E 12:00:00,A 12:00:00,E 13:00:00,A 13:00:00,E 14:00:00,A 14:00:00,E 15:00:00,A 15:00:00,E 16:00:00,A 16:00:00,E 17:00:00,A 17:00:00,E 18:00:00,A 18:00:00,E 19:00:00,A 19:00:00,E 20:00:00,A 20:00:00,E 21:00:00,A 21:00:00,E 22:00:00,A 22:00:00,E 23:00:00,A 23:00:00
1/1/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.89,126.19,16.95,136.87,24.21,149.43,29.01,163.92,30.74,179.72,29.13,195.56,24.43,210.11,17.25,222.74,8.25,233.49,--,--,--,--,--,--,--,--,--,--,--,--
1/2/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.88,126.05,16.96,136.72,24.24,149.28,29.08,163.77,30.83,179.6,29.25,195.46,24.56,210.05,17.39,222.71,8.39,233.48,--,--,--,--,--,--,--,--,--,--,--,--
1/3/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.88,125.9,16.97,136.57,24.28,149.12,29.15,163.63,30.93,179.48,29.37,195.37,24.7,210,17.53,222.69,8.54,233.48,--,--,--,--,--,--,--,--,--,--,--,--
1/4/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.88,125.75,16.99,136.42,24.33,148.97,29.22,163.48,31.04,179.35,29.5,195.29,24.84,209.95,17.68,222.66,8.69,233.48,--,--,--,--,--,--,--,--,--,--,--,--
1/5/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.89,125.6,17.02,136.26,24.39,148.81,29.31,163.33,31.15,179.23,29.63,195.2,24.99,209.9,17.83,222.65,8.84,233.49,--,--,--,--,--,--,--,--,--,--,--,--
1/6/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.9,125.44,17.06,136.1,24.45,148.65,29.4,163.19,31.28,179.11,29.78,195.12,25.15,209.86,17.99,222.64,9,233.5,--,--,--,--,--,--,--,--,--,--,--,--
1/7/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.92,125.27,17.1,135.94,24.52,148.49,29.5,163.04,31.4,178.99,29.93,195.04,25.31,209.82,18.16,222.64,9.16,233.53,--,--,--,--,--,--,--,--,--,--,--,--
1/8/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.95,125.11,17.15,135.77,24.6,148.33,29.61,162.89,31.54,178.88,30.08,194.97,25.47,209.79,18.33,222.64,9.33,233.55,--,--,--,--,--,--,--,--,--,--,--,--
1/9/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.98,124.94,17.21,135.6,24.68,148.16,29.73,162.74,31.68,178.76,30.24,194.9,25.64,209.77,18.5,222.65,9.5,233.59,-0.77,243,--,--,--,--,--,--,--,--,--,--
1/10/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.02,124.76,17.27,135.42,24.78,147.99,29.85,162.59,31.83,178.65,30.41,194.83,25.82,209.75,18.68,222.67,9.68,233.63,-0.6,243.06,--,--,--,--,--,--,--,--,--,--
1/11/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.06,124.58,17.34,135.25,24.87,147.82,29.98,162.44,31.99,178.54,30.59,194.77,26,209.73,18.86,222.69,9.85,233.68,-0.43,243.12,--,--,--,--,--,--,--,--,--,--
1/12/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.11,124.4,17.42,135.07,24.98,147.65,30.11,162.29,32.15,178.43,30.77,194.71,26.19,209.72,19.05,222.72,10.03,233.73,-0.26,243.2,--,--,--,--,--,--,--,--,--,--
1/13/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.17,124.22,17.5,134.89,25.09,147.48,30.26,162.14,32.32,178.32,30.96,194.66,26.39,209.72,19.24,222.75,10.22,233.79,-0.08,243.28,--,--,--,--,--,--,--,--,--,--
1/14/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.24,124.03,17.59,134.7,25.21,147.3,30.41,162,32.5,178.22,31.15,194.61,26.58,209.72,19.43,222.79,10.41,233.86,0.1,243.36,--,--,--,--,--,--,--,--,--,--
1/15/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.31,123.84,17.68,134.51,25.34,147.13,30.56,161.85,32.68,178.11,31.35,194.57,26.79,209.73,19.63,222.84,10.6,233.93,0.28,243.46,--,--,--,--,--,--,--,--,--,--
1/16/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.38,123.64,17.79,134.32,25.47,146.95,30.73,161.7,32.87,178.01,31.56,194.52,27,209.74,19.83,222.89,10.79,234.01,0.46,243.56,--,--,--,--,--,--,--,--,--,--
1/17/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.47,123.44,17.9,134.13,25.61,146.77,30.9,161.55,33.07,177.91,31.77,194.49,27.21,209.76,20.04,222.95,10.99,234.1,0.65,243.66,--,--,--,--,--,--,--,--,--,--
1/18/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.56,123.24,18.01,133.94,25.75,146.59,31.08,161.4,33.27,177.82,31.99,194.46,27.43,209.78,20.25,223.01,11.19,234.19,0.84,243.77,--,--,--,--,--,--,--,--,--,--
1/19/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.65,123.04,18.13,133.74,25.91,146.41,31.26,161.25,33.48,177.73,32.21,194.43,27.65,209.81,20.46,223.09,11.39,234.29,1.03,243.89,--,--,--,--,--,--,--,--,--,--
1/20/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.75,122.83,18.26,133.54,26.07,146.23,31.45,161.11,33.7,177.63,32.44,194.4,27.88,209.85,20.68,223.17,11.59,234.4,1.22,244.02,--,--,--,--,--,--,--,--,--,--
1/21/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.86,122.62,18.4,133.34,26.23,146.05,31.65,160.96,33.92,177.55,32.67,194.39,28.11,209.89,20.9,223.25,11.8,234.51,1.42,244.15,--,--,--,--,--,--,--,--,--,--
1/22/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.97,122.41,18.54,133.14,26.4,145.86,31.85,160.81,34.15,177.46,32.91,194.37,28.34,209.94,21.13,223.34,12.01,234.63,1.61,244.29,--,--,--,--,--,--,--,--,--,--
1/23/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.1,122.2,18.68,132.93,26.58,145.68,32.06,160.67,34.39,177.38,33.15,194.36,28.58,209.99,21.35,223.44,12.22,234.76,1.81,244.44,--,--,--,--,--,--,--,--,--,--
1/24/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.22,121.98,18.84,132.73,26.77,145.49,32.28,160.52,34.63,177.3,33.4,194.36,28.83,210.05,21.58,223.55,12.44,234.89,2.01,244.59,--,--,--,--,--,--,--,--,--,--
1/25/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.35,121.76,19,132.52,26.96,145.3,32.5,160.38,34.87,177.22,33.66,194.36,29.08,210.12,21.82,223.66,12.65,235.03,2.21,244.75,--,--,--,--,--,--,--,--,--,--
1/26/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.49,121.54,19.16,132.31,27.16,145.12,32.73,160.23,35.12,177.15,33.92,194.36,29.33,210.19,22.05,223.78,12.87,235.18,2.41,244.92,--,--,--,--,--,--,--,--,--,--
1/27/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.64,121.32,19.33,132.1,27.36,144.93,32.97,160.09,35.38,177.08,34.18,194.38,29.58,210.27,22.29,223.9,13.09,235.33,2.61,245.09,--,--,--,--,--,--,--,--,--,--
1/28/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.79,121.09,19.51,131.88,27.57,144.74,33.21,159.95,35.65,177.01,34.45,194.39,29.84,210.36,22.53,224.03,13.31,235.49,2.81,245.26,--,--,--,--,--,--,--,--,--,--
1/29/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.94,120.86,19.7,131.67,27.79,144.55,33.46,159.81,35.91,176.94,34.72,194.41,30.11,210.45,22.78,224.17,13.53,235.65,3.02,245.45,--,--,--,--,--,--,--,--,--,--
1/30/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.77,111.29,10.1,120.63,19.89,131.45,28.01,144.36,33.71,159.67,36.19,176.88,35,194.44,30.37,210.55,23.02,224.31,13.76,235.83,3.23,245.64,--,--,--,--,--,--,--,--,--,--
1/31/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.62,111.05,10.27,120.4,20.08,131.23,28.24,144.17,33.97,159.53,36.47,176.82,35.28,194.47,30.64,210.65,23.27,224.47,13.98,236,3.43,245.83,--,--,--,--,--,--,--,--,--,--
2/1/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.47,110.8,10.44,120.17,20.28,131.02,28.47,143.97,34.23,159.39,36.75,176.77,35.57,194.51,30.91,210.76,23.52,224.62,14.21,236.19,3.64,246.04,--,--,--,--,--,--,--,--,--,--
2/2/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.31,110.56,10.62,119.93,20.49,130.8,28.71,143.78,34.5,159.25,37.04,176.71,35.86,194.55,31.19,210.88,23.77,224.79,14.44,236.38,3.85,246.24,--,--,--,--,--,--,--,--,--,--
2/3/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.15,110.31,10.8,119.7,20.7,130.57,28.95,143.59,34.78,159.12,37.34,176.66,36.16,194.6,31.46,211.01,24.02,224.96,14.67,236.58,4.05,246.46,--,--,--,--,--,--,--,--,--,--
2/4/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.02,110.06,10.99,119.46,20.92,130.35,29.2,143.4,35.06,158.98,37.64,176.62,36.45,194.65,31.75,211.14,24.28,225.13,14.9,236.78,4.26,246.68,--,--,--,--,--,--,--,--,--,--
2/5/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.19,109.81,11.19,119.22,21.14,130.13,29.45,143.2,35.34,158.85,37.94,176.58,36.76,194.71,32.03,211.27,24.53,225.32,15.13,236.99,4.47,246.9,--,--,--,--,--,--,--,--,--,--
2/6/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.37,109.56,11.39,118.98,21.37,129.9,29.71,143.01,35.63,158.71,38.25,176.54,37.06,194.77,32.31,211.42,24.79,225.51,15.36,237.2,4.68,247.13,--,--,--,--,--,--,--,--,--,--
2/7/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.55,109.3,11.59,118.74,21.6,129.68,29.98,142.82,35.93,158.58,38.56,176.5,37.37,194.84,32.6,211.57,25.05,225.71,15.59,237.42,4.89,247.37,--,--,--,--,--,--,--,--,--,--
2/8/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.74,109.05,11.8,118.49,21.84,129.45,30.25,142.62,36.23,158.45,38.88,176.47,37.69,194.92,32.89,211.72,25.31,225.91,15.82,237.65,5.1,247.61,--,--,--,--,--,--,--,--,--,--
2/9/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.93,108.79,12.02,118.25,22.08,129.22,30.52,142.43,36.53,158.32,39.2,176.44,38,195,33.19,211.89,25.57,226.12,16.06,237.88,5.31,247.85,--,--,--,--,--,--,--,--,--,--
2/10/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.13,108.53,12.23,118,22.32,128.99,30.8,142.23,36.84,158.19,39.53,176.42,38.32,195.08,33.48,212.06,25.84,226.33,16.29,238.12,5.52,248.11,--,--,--,--,--,--,--,--,--,--
2/11/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.33,108.27,12.46,117.75,22.58,128.76,31.09,142.03,37.15,158.07,39.86,176.39,38.64,195.18,33.78,212.23,26.1,226.56,16.52,238.37,5.73,248.36,--,--,--,--,--,--,--,--,--,--
2/12/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.54,108.01,12.69,117.5,22.83,128.53,31.38,141.84,37.47,157.94,40.19,176.38,38.97,195.28,34.07,212.42,26.36,226.78,16.76,238.62,5.94,248.63,--,--,--,--,--,--,--,--,--,--
2/13/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.75,107.75,12.92,117.25,23.09,128.3,31.67,141.64,37.8,157.81,40.53,176.36,39.3,195.38,34.37,212.6,26.63,227.02,16.99,238.87,6.15,248.89,--,--,--,--,--,--,--,--,--,--
2/14/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.97,107.48,13.16,117,23.36,128.06,31.97,141.45,38.12,157.69,40.87,176.35,39.63,195.49,34.67,212.8,26.9,227.26,17.22,239.13,6.36,249.17,--,--,--,--,--,--,--,--,--,--
2/15/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.19,107.22,13.4,116.75,23.63,127.83,32.27,141.25,38.45,157.57,41.21,176.34,39.96,195.6,34.98,213,27.16,227.51,17.46,239.4,6.57,249.44,--,--,--,--,--,--,--,--,--,--
2/16/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.42,106.96,13.65,116.5,23.9,127.59,32.57,141.05,38.79,157.45,41.56,176.34,40.3,195.73,35.28,213.21,27.43,227.76,17.69,239.67,6.78,249.72,--,--,--,--,--,--,--,--,--,--
2/17/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.64,106.69,13.9,116.24,24.18,127.36,32.88,140.85,39.13,157.33,41.91,176.34,40.64,195.85,35.59,213.43,27.7,228.02,17.93,239.95,6.99,250.01,--,--,--,--,--,--,--,--,--,--
2/18/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.88,106.42,14.15,115.99,24.46,127.12,33.2,140.65,39.47,157.21,42.27,176.34,40.98,195.99,35.89,213.65,27.96,228.28,18.16,240.23,7.2,250.3,--,--,--,--,--,--,--,--,--,--
2/19/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.12,106.16,14.41,115.73,24.74,126.88,33.51,140.46,39.82,157.09,42.63,176.35,41.32,196.12,36.2,213.88,28.23,228.55,18.39,240.51,7.4,250.59,--,--,--,--,--,--,--,--,--,--
2/20/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.36,105.89,14.67,115.48,25.03,126.64,33.83,140.26,40.17,156.97,42.99,176.36,41.66,196.27,36.51,214.11,28.5,228.83,18.63,240.81,7.61,250.89,--,--,--,--,--,--,--,--,--,--
2/21/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.6,105.62,14.93,115.22,25.33,126.4,34.16,140.06,40.52,156.85,43.35,176.38,42.01,196.42,36.82,214.35,28.76,229.11,18.86,241.1,7.82,251.2,--,--,--,--,--,--,--,--,--,--
2/22/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.85,105.35,15.2,114.96,25.62,126.16,34.48,139.86,40.87,156.74,43.72,176.39,42.36,196.58,37.12,214.6,29.03,229.4,19.09,241.4,8.02,251.5,--,--,--,--,--,--,--,--,--,--
2/23/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.11,105.08,15.47,114.7,25.92,125.92,34.81,139.66,41.23,156.62,44.09,176.42,42.71,196.74,37.43,214.86,29.3,229.69,19.32,241.71,8.23,251.81,--,--,--,--,--,--,--,--,--,--
2/24/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.36,104.81,15.75,114.44,26.22,125.68,35.15,139.46,41.6,156.51,44.46,176.44,43.06,196.91,37.74,215.12,29.56,229.99,19.55,242.02,8.43,252.13,--,--,--,--,--,--,--,--,--,--
2/25/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.62,104.54,16.03,114.18,26.53,125.44,35.48,139.25,41.96,156.4,44.83,176.47,43.41,197.08,38.05,215.38,29.83,230.3,19.78,242.34,8.64,252.45,--,--,--,--,--,--,--,--,--,--
2/26/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.88,104.27,16.31,113.92,26.83,125.19,35.82,139.05,42.33,156.29,45.21,176.5,43.76,197.26,38.36,215.66,30.1,230.61,20.01,242.66,8.84,252.77,--,--,--,--,--,--,--,--,--,--
2/27/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.15,104,16.59,113.66,27.14,124.95,36.17,138.85,42.7,156.17,45.59,176.54,44.12,197.45,38.68,215.93,30.36,230.92,20.24,242.98,9.04,253.1,--,--,--,--,--,--,--,--,--,--
2/28/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.42,103.73,16.88,113.4,27.46,124.7,36.51,138.65,43.07,156.06,45.97,176.58,44.47,197.64,38.99,216.22,30.62,231.24,20.46,243.31,9.25,253.42,--,--,--,--,--,--,--,--,--,--
3/1/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.69,103.46,17.17,113.13,27.77,124.46,36.86,138.44,43.45,155.95,46.35,176.62,44.83,197.84,39.3,216.51,30.89,231.57,20.69,243.64,9.45,253.76,--,--,--,--,--,--,--,--,--,--
3/2/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.96,103.18,17.46,112.87,28.09,124.21,37.21,138.24,43.82,155.84,46.73,176.67,45.19,198.05,39.61,216.81,31.15,231.9,20.92,243.97,9.65,254.09,--,--,--,--,--,--,--,--,--,--
3/3/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.24,102.91,17.75,112.6,28.41,123.96,37.56,138.03,44.2,155.74,47.12,176.72,45.55,198.26,39.92,217.11,31.41,232.23,21.14,244.31,9.84,254.43,--,--,--,--,--,--,--,--,--,--
3/4/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.52,102.64,18.05,112.34,28.73,123.71,37.91,137.82,44.59,155.63,47.51,176.77,45.91,198.47,40.22,217.42,31.67,232.57,21.36,244.66,10.04,254.77,--,--,--,--,--,--,--,--,--,--
3/5/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.8,102.36,18.35,112.07,29.05,123.46,38.26,137.61,44.97,155.52,47.9,176.83,46.27,198.7,40.53,217.74,31.93,232.92,21.58,245,10.24,255.11,--,--,--,--,--,--,--,--,--,--
3/6/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.08,102.09,18.65,111.81,29.38,123.21,38.62,137.41,45.35,155.41,48.29,176.89,46.62,198.93,40.84,218.06,32.19,233.27,21.8,245.35,10.44,255.46,--,--,--,--,--,--,--,--,--,--
3/7/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.37,101.82,18.95,111.54,29.7,122.95,38.98,137.2,45.74,155.31,48.68,176.96,46.98,199.16,41.15,218.39,32.45,233.62,22.02,245.7,10.63,255.81,--,--,--,--,--,--,--,--,--,--
3/8/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.65,101.54,19.25,111.27,30.03,122.7,39.34,136.98,46.13,155.2,49.07,177.03,47.34,199.4,41.45,218.72,32.7,233.98,22.24,246.06,10.82,256.16,--,--,--,--,--,--,--,--,--,--
3/9/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.94,101.27,19.55,111,30.36,122.45,39.7,136.77,46.52,155.09,49.47,177.1,47.7,199.65,41.76,219.06,32.96,234.34,22.46,246.42,11.02,256.51,--,--,--,--,--,--,--,--,--,--
3/10/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.23,100.99,19.86,110.73,30.69,122.19,40.06,136.56,46.91,154.98,49.86,177.17,48.06,199.9,42.06,219.4,33.21,234.7,22.67,246.78,11.21,256.87,-0.72,265.97,--,--,--,--,--,--,--,--
3/11/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.52,100.72,20.17,110.46,31.02,121.93,40.42,136.34,47.3,154.88,50.26,177.25,48.42,200.16,42.37,219.75,33.46,235.07,22.89,247.15,11.4,257.22,-0.54,266.32,--,--,--,--,--,--,--,--
3/12/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.82,100.45,20.47,110.19,31.35,121.67,40.79,136.13,47.69,154.77,50.65,177.33,48.78,200.42,42.67,220.1,33.71,235.45,23.1,247.51,11.59,257.58,-0.36,266.68,--,--,--,--,--,--,--,--
3/13/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.11,100.17,20.78,109.92,31.69,121.41,41.15,135.91,48.09,154.66,51.05,177.42,49.14,200.69,42.97,220.46,33.96,235.83,23.31,247.88,11.78,257.94,-0.18,267.04,--,--,--,--,--,--,--,--
3/14/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.09,109.65,32.02,121.15,41.52,135.69,48.48,154.56,51.44,177.51,49.5,200.97,43.27,220.83,34.21,236.21,23.52,248.25,11.97,258.3,-0.01,267.4,-12.06,276.37,--,--,--,--,--,--,--,--
3/15/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.4,109.37,32.36,120.89,41.88,135.47,48.88,154.45,51.84,177.6,49.86,201.25,43.57,221.2,34.45,236.59,23.73,248.63,12.15,258.67,0.17,267.76,-11.88,276.74,--,--,--,--,--,--,--,--
3/16/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.71,109.1,32.69,120.63,42.25,135.25,49.27,154.34,52.24,177.69,50.21,201.53,43.86,221.57,34.7,236.98,23.94,249,12.34,259.03,0.35,268.12,-11.7,277.11,--,--,--,--,--,--,--,--
3/17/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.02,108.82,33.02,120.36,42.62,135.02,49.67,154.23,52.64,177.79,50.57,201.83,44.16,221.95,34.94,237.37,24.15,249.38,12.52,259.4,0.53,268.48,-11.52,277.47,--,--,--,--,--,--,--,--
3/18/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.33,108.55,33.36,120.09,42.98,134.8,50.06,154.12,53.03,177.89,50.93,202.12,44.45,222.34,35.18,237.76,24.35,249.76,12.71,259.77,0.7,268.84,-11.34,277.84,--,--,--,--,--,--,--,--
3/19/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.65,108.27,33.69,119.83,43.35,134.57,50.46,154.01,53.43,177.99,51.28,202.43,44.74,222.73,35.42,238.16,24.55,250.14,12.89,260.13,0.88,269.2,-11.16,278.21,--,--,--,--,--,--,--,--
3/20/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.96,108,34.03,119.56,43.71,134.34,50.85,153.9,53.83,178.1,51.63,202.74,45.03,223.12,35.66,238.56,24.75,250.53,13.07,260.5,1.05,269.57,-10.98,278.58,--,--,--,--,--,--,--,--
3/21/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.48,97.97,23.27,107.72,34.36,119.29,44.08,134.11,51.25,153.79,54.23,178.21,51.98,203.05,45.32,223.52,35.89,238.96,24.95,250.91,13.25,260.87,1.22,269.93,-10.8,278.94,--,--,--,--,--,--,--,--
3/22/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.78,97.69,23.58,107.44,34.69,119.01,44.45,133.87,51.65,153.67,54.62,178.32,52.34,203.37,45.61,223.92,36.12,239.36,25.15,251.3,13.43,261.24,1.4,270.29,-10.63,279.31,--,--,--,--,--,--,--,--
3/23/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.08,97.42,23.89,107.16,35.03,118.74,44.81,133.64,52.04,153.56,55.02,178.43,52.68,203.7,45.89,224.33,36.36,239.77,25.35,251.68,13.61,261.61,1.57,270.65,-10.45,279.67,--,--,--,--,--,--,--,--
3/24/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.37,97.14,24.2,106.88,35.36,118.46,45.17,133.4,52.43,153.44,55.41,178.55,53.03,204.03,46.17,224.73,36.58,240.18,25.54,252.07,13.79,261.98,1.74,271.01,-10.27,280.04,--,--,--,--,--,--,--,--
3/25/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.67,96.87,24.5,106.6,35.69,118.19,45.54,133.16,52.83,153.32,55.81,178.67,53.38,204.36,46.45,225.15,36.81,240.59,25.74,252.46,13.96,262.35,1.91,271.38,-10.09,280.4,--,--,--,--,--,--,--,--
3/26/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.96,96.59,24.81,106.32,36.02,117.91,45.9,132.91,53.22,153.2,56.2,178.79,53.72,204.7,46.73,225.57,37.04,241,25.93,252.85,14.14,262.72,2.09,271.74,-9.91,280.76,--,--,--,--,--,--,--,--
3/27/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.26,96.31,25.12,106.04,36.34,117.63,46.26,132.67,53.61,153.08,56.59,178.92,54.06,205.05,47.01,225.99,37.26,241.42,26.12,253.24,14.31,263.09,2.26,272.1,-9.73,281.12,--,--,--,--,--,--,--,--
3/28/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.55,96.04,25.42,105.76,36.67,117.34,46.62,132.42,54,152.96,56.98,179.05,54.4,205.4,47.28,226.41,37.48,241.83,26.31,253.63,14.48,263.46,2.43,272.46,-9.55,281.48,--,--,--,--,--,--,--,--
3/29/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13.85,95.76,25.72,105.47,37,117.06,46.97,132.16,54.39,152.83,57.37,179.18,54.74,205.75,47.55,226.84,37.7,242.25,26.5,254.02,14.66,263.83,2.6,272.81,-9.37,281.84,--,--,--,--,--,--,--,--
3/30/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14.14,95.49,26.03,105.19,37.32,116.77,47.33,131.91,54.78,152.71,57.76,179.31,55.08,206.11,47.82,227.27,37.92,242.67,26.68,254.41,14.83,264.19,2.76,273.17,-9.19,282.2,--,--,--,--,--,--,--,--
3/31/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14.43,95.21,26.33,104.9,37.64,116.49,47.68,131.65,55.17,152.58,58.15,179.44,55.41,206.48,48.09,227.7,38.13,243.08,26.87,254.79,15,264.56,2.93,273.53,-9.01,282.55,--,--,--,--,--,--,--,--
4/1/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14.71,94.94,26.63,104.62,37.96,116.2,48.03,131.39,55.55,152.44,58.54,179.58,55.75,206.85,48.35,228.14,38.35,243.5,27.05,255.18,15.17,264.93,3.1,273.88,-8.83,282.91,--,--,--,--,--,--,--,--
4/2/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,94.66,26.92,104.33,38.28,115.91,48.38,131.13,55.94,152.31,58.92,179.71,56.08,207.22,48.61,228.57,38.56,243.92,27.23,255.57,15.33,265.29,3.27,274.24,-8.66,283.26,--,--,--,--,--,--,--,--
4/3/21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15.29,94.38,27.22,104.05,38.59,115.61,48.73,130.86,56.32,152.17,59.3,179.85,56.4,207.6,48.87,229.02,38.77,244.34,27.41,255.96,15.5,265.66,3.44,274.59,-8.48,283.61,--,--,--,--,--,--,--,--
